answer|answerValue|victory|guesses|values|rounds
skimp|4026|true|cares, soily, suint, skimp|11687, 8221, 6571, 4026|4
skirt|5204|true|cares, spiry, shirt, snirt, skirt|11687, 6076, 5789, 5531, 5204|5
skulk|4173|true|cares, soily, shuln, stulm, skull, skulk|11687, 8221, 5046, 4236, 4433, 4173|6
skull|4433|true|cares, soily, shuln, stulm, skull|11687, 8221, 5046, 4236, 4433|5
skunk|4210|true|cares, soily, shunt, spunk, skunk|11687, 8221, 5403, 4397, 4210|5
slack|5309|true|cares, spacy, slack|11687, 5994, 5309|3
slain|6072|true|cares, soapy, slaid, slain|11687, 7982, 6353, 6072|4
slang|5528|true|cares, soapy, slaid, slant, slank, slang|11687, 7982, 6353, 6324, 5716, 5528|6
slant|6324|true|cares, soapy, slaid, slant|11687, 7982, 6353, 6324|4
slash|5570|false|cares, soapy, slaid, slant, slags, slams|11687, 7982, 6353, 6324, 8867, 8838|6
slate|7357|true|cares, soave, slate|11687, 7997, 7357|3
slave|6522|true|cares, soave, suave, slave|11687, 7997, 6995, 6522|4
sleek|6907|true|cares, soled, slues, sleet, sleek|11687, 8852, 0, 0, 6907|5
sleep|6738|true|cares, soled, slues, sleet, sleek, sleep|11687, 8852, 0, 0, 6907, 6738|6
sleet|7515|true|cares, soled, slues, sleet|11687, 8852, 0, 0|4
slept|5338|true|cares, suety, sient, slept|11687, 7065, 6525, 5338|4
slice|6657|true|cares, sonce, slice|11687, 7918, 6657|3
slick|5083|true|cares, souct, spicy, slick|11687, 6681, 5768, 5083|4
slide|6634|true|cares, sonde, slide|11687, 7895, 6634|3
slime|6564|true|cares, sonde, suite, slime|11687, 7895, 7604, 6564|4
slimy|6283|true|cares, soily, slimy|11687, 8221, 6283|3
sling|5302|true|cares, soily, slipt, slink, sling|11687, 8221, 5596, 5490, 5302|5
slink|5490|true|cares, soily, slipt, slink|11687, 8221, 5596, 5490|4
sloop|5101|false|cares, soily, sloth, slojd, slogs, slops|11687, 8221, 5614, 5040, 8561, 8530|6
slope|6482|true|cares, sonde, shote, slope|11687, 7895, 6841, 6482|4
slosh|5264|true|cares, soily, sloth, slosh|11687, 8221, 5614, 0|4
sloth|5614|true|cares, soily, sloth|11687, 8221, 5614|3
slump|4336|true|cares, soily, slunk, slump|11687, 8221, 5005, 4336|4
slung|4817|true|cares, soily, slunk, slung|11687, 8221, 5005, 4817|4
slunk|5005|true|cares, soily, slunk|11687, 8221, 5005|3
slurp|4737|true|cares, spiry, slurp|11687, 6076, 4737|3
slush|4859|false|cares, soily, slunk, slump, sluts, slugs|11687, 8221, 5005, 4336, 8694, 8156|6
slyly|5671|true|cares, soily, sully, slyly|11687, 8221, 0, 0|4
smack|4635|false|cares, spacy, slack, shack, snack, stack|11687, 5994, 5309, 5099, 4841, 4725|6
small|5265|true|cares, soapy, slaid, shalt, small|11687, 7982, 6353, 6077, 5265|5
smart|5551|true|cares, snary, slart, spart, start, smart|11687, 6442, 6225, 5617, 5641, 5551|6
smash|4896|false|cares, soapy, slaid, shakt, shash, snash|11687, 7982, 6353, 5702, 5360, 5102|6
smear|5338|true|cares, shear, stear, spear, smear|11687, 5802, 5428, 5404, 5338|5
smell|4781|false|cares, suety, sield, shelf, seels, snell|11687, 7065, 6449, 4721, 9787, 4987|6
smelt|5129|true|cares, suety, sient, slept, smelt|11687, 7065, 6525, 5338, 5129|5
smile|6353|true|cares, sonde, suite, slime, smile|11687, 7895, 7604, 6564, 6353|5
smirk|4717|false|cares, spiry, shirt, swirl, smirs, smirr|11687, 6076, 5789, 4958, 8339, 5230|6
smite|6457|true|cares, sonde, suite, shite, spite, smite|11687, 7895, 7604, 6921, 6523, 6457|6
smith|5020|true|cares, soily, suint, smith|11687, 8221, 6571, 5020|4
smock|4329|true|cares, souct, shock, smock|11687, 6681, 4793, 4329|4
smoke|5898|true|cares, sonde, shote, slope, smoke|11687, 7895, 6841, 6482, 5898|5
smoky|5617|true|cares, soily, stony, showy, sooky, smoky|11687, 8221, 6119, 5676, 7766, 5617|6
smote|6377|true|cares, sonde, shote, smote|11687, 7895, 6841, 6377|4
snack|4841|true|cares, spacy, slack, shack, snack|11687, 5994, 5309, 5099, 4841|5
snail|5576|true|cares, soapy, slaid, snail|11687, 7982, 6353, 5576|4
snake|6410|true|cares, soave, slate, spane, snake|11687, 7997, 7357, 6682, 6410|5
snaky|6129|true|cares, soapy, slaty, shaky, snaky|11687, 7982, 7076, 6387, 6129|5
snare|6723|true|cares, soare, share, snare|11687, 8666, 6981, 6723|4
snarl|5409|true|cares, snary, snarl|11687, 6442, 5409|3
sneak|5031|true|cares, snead, sneak|11687, 5600, 5031|3
sneer|6952|false|cares, soler, sider, super, serer, sewer|11687, 8796, 7511, 7256, 8692, 7628|6
snide|6166|true|cares, sonde, snide|11687, 7895, 6166|3
sniff|4056|false|cares, soily, suint, snips, snigs, snibs|11687, 8221, 6571, 0, 8173, 7941|6
snipe|6094|true|cares, sonde, snipe|11687, 7895, 6094|3
snoop|4633|false|cares, soily, stond, snowk, snogs, snobs|11687, 8221, 5395, 4125, 8093, 7861|6
snore|6417|true|cares, shire, snore|11687, 6755, 6417|3
snort|5451|true|cares, spiry, short, snort|11687, 6076, 5709, 5451|4
snout|5063|true|cares, soily, stond, snout|11687, 8221, 5395, 5063|4
snowy|5418|true|cares, soily, stony, snowy|11687, 8221, 6119, 5418|4
snuck|4130|true|cares, souct, shuck, snuck|11687, 6681, 4388, 4130|4
snuff|3571|true|cares, soily, shunt, snugs, snubs, snuff|11687, 8221, 5403, 0, 7456, 3571|6
soapy|7982|true|cares, soapy|11687, 7982|2
sober|8228|true|cares, soler, soger, sober|11687, 8796, 8267, 8228|4
soggy|6901|false|cares, soily, soupy, softy, sonny, sooky|11687, 8221, 7271, 7211, 8044, 7766|6
solar|7388|true|cares, sonar, solar|11687, 7531, 7388|3
solid|7245|true|cares, soily, solid|11687, 8221, 7245|3
solve|7414|true|cares, sonde, sowle, solve|11687, 7895, 7482, 7414|4
sonar|7531|true|cares, sonar|11687, 7531|2
sonic|6605|true|cares, sonic|11687, 6605|2
sooth|7089|true|cares, soily, sound, sowth, sooth|11687, 8221, 7049, 6149, 7089|5
sooty|8245|true|cares, soily, soupy, softy, sooty|11687, 8221, 7271, 7211, 8245|5
sorry|8203|true|cares, surly, stroy, sorry|11687, 7263, 6103, 0|4
sound|7049|true|cares, soily, sound|11687, 8221, 7049|3
south|6684|true|cares, soily, sound, south|11687, 8221, 7049, 6684|4
sower|8133|true|cares, soler, soger, sober, sorer, sower|11687, 8796, 8267, 8228, 9197, 8133|6
space|6275|true|cares, space|11687, 6275|2
spade|6252|true|cares, soave, slate, spane, spake, spade|11687, 7997, 7357, 6682, 6270, 6252|6
spank|5108|true|cares, soapy, spait, spald, spans, spank|11687, 7982, 5784, 5640, 8730, 5108|6
spare|6583|false|cares, soare, share, snare, seare, stare|11687, 8666, 6981, 6723, 8161, 6607|6
spark|5009|false|cares, snary, slart, shard, soars, spars|11687, 6442, 6225, 5976, 10714, 8631|6
spasm|4677|false|cares, soapy, spait, spald, spans, spags|11687, 7982, 5784, 5640, 8730, 8259|6
spawn|4579|true|cares, soapy, spait, spald, spans, spawn|11687, 7982, 5784, 5640, 8730, 4579|6
speak|4891|true|cares, snead, sheal, speat, speak|11687, 5600, 5549, 5499, 4891|5
spear|5404|true|cares, shear, stear, spear|11687, 5802, 5428, 5404|4
speck|4217|true|cares, spect, speck|11687, 4825, 4217|3
speed|6868|true|cares, soled, sined, spued, speed|11687, 8852, 8205, 6641, 6868|5
spell|4847|false|cares, suety, sield, shelf, seels, snell|11687, 7065, 6449, 4721, 9787, 4987|6
spelt|5195|true|cares, suety, sient, slept, spelt|11687, 7065, 6525, 5338, 5195|5
spend|5193|true|cares, suety, sield, shend, spend|11687, 7065, 6449, 5591, 5193|5
spent|5232|true|cares, suety, sient, shent, stent, spent|11687, 7065, 6525, 5630, 5256, 5232|6
sperm|4377|true|cares, sherd, stern, smerk, sperm|11687, 5492, 4837, 4459, 4377|5
spice|6049|true|cares, sonce, slice, spice|11687, 7918, 6657, 6049|4
spicy|5768|true|cares, souct, spicy|11687, 6681, 5768|3
spied|7126|true|cares, soled, sined, shied, stied, spied|11687, 8852, 8205, 7524, 7150, 7126|6
spiel|6817|true|cares, soled, shiel, spiel|11687, 8852, 7215, 6817|4
spike|6044|false|cares, sonde, suite, slime, seise, seize|11687, 7895, 7604, 6564, 7751, 7210|6
spiky|5763|true|cares, soily, shiny, spiky|11687, 8221, 6573, 5763|4
spill|5105|true|cares, soily, spilt, spill|11687, 8221, 5453, 0|4
spilt|5453|true|cares, soily, spilt|11687, 8221, 5453|3
spine|6456|true|cares, sonde, shine, spine|11687, 7895, 6854, 6456|4
spiny|6175|true|cares, soily, shiny, spiny|11687, 8221, 6573, 6175|4
spire|6357|true|cares, shire, stire, spire|11687, 6755, 6381, 6357|4
spite|6523|true|cares, sonde, suite, shite, spite|11687, 7895, 7604, 6921, 6523|5
splat|5400|true|cares, solan, splay, splat|11687, 7163, 6085, 5400|4
split|5201|true|cares, soily, split|11687, 8221, 5201|3
spoil|5130|true|cares, soily, spoil|11687, 8221, 5130|3
spoke|5964|true|cares, sonde, shote, slope, spoke|11687, 7895, 6841, 6482, 5964|5
spoof|4398|false|cares, soily, stond, swops, spook, spoom|11687, 8221, 5395, 0, 4662, 4514|6
spook|4662|true|cares, soily, stond, swops, spook|11687, 8221, 5395, 0, 4662|5
spool|4922|true|cares, soily, stool, spool|11687, 8221, 0, 0|4
spoon|4950|true|cares, soily, stond, shown, spoon|11687, 8221, 5395, 4671, 4950|5
spore|6277|true|cares, shire, snore, store, spore|11687, 6755, 6417, 6301, 6277|5
sport|5311|true|cares, spiry, sport|11687, 6076, 5311|3
spout|4923|true|cares, soily, stond, shout, stout, spout|11687, 8221, 5395, 5321, 4947, 4923|6
spray|6486|true|cares, soral, surat, spray|11687, 7536, 6882, 6486|4
spree|8175|false|cares, sored, siren, shrew, seres, sures|11687, 9253, 8182, 6708, 11801, 11304|6
sprig|4806|true|cares, surly, sprit, sprig|11687, 7263, 5602, 4806|4
spunk|4397|true|cares, soily, shunt, spunk|11687, 8221, 5403, 4397|4
spurn|4586|true|cares, spiry, sport, spurn|11687, 6076, 5311, 4586|4
spurt|4906|true|cares, spiry, sport, spurt|11687, 6076, 5311, 4906|4
squad|4961|true|cares, solan, subah, squat, squad|11687, 7163, 5442, 5000, 4961|5
squat|5000|true|cares, solan, subah, squat|11687, 7163, 5442, 5000|4
squib|3891|true|cares, soily, squit, squid, squib|11687, 8221, 4801, 4762, 3891|5
stack|4725|true|cares, spacy, slack, shack, snack, stack|11687, 5994, 5309, 5099, 4841, 4725|6
staff|4166|false|cares, soapy, slaid, shakt, stats, stags|11687, 7982, 6353, 5702, 8821, 8283|6
stage|6235|false|cares, soave, slate, stane, state, stake|11687, 7997, 7357, 6706, 6773, 6294|6
staid|5769|true|cares, soapy, slaid, staid|11687, 7982, 6353, 5769|4
stain|5488|true|cares, soapy, slaid, stain|11687, 7982, 6353, 5488|4
stair|5713|true|cares, stair|11687, 5713|2
stake|6294|true|cares, soave, slate, stane, state, stake|11687, 7997, 7357, 6706, 6773, 6294|6
stale|6669|true|cares, soave, slate, stale|11687, 7997, 7357, 6669|4
stalk|5095|true|cares, soapy, slaid, shalt, stall, stalk|11687, 7982, 6353, 6077, 5355, 5095|6
stall|5355|true|cares, soapy, slaid, shalt, stall|11687, 7982, 6353, 6077, 5355|5
stamp|4463|true|cares, soapy, stamp|11687, 7982, 4463|3
stand|5701|true|cares, soapy, slaid, shand, stand|11687, 7982, 6353, 6075, 5701|5
stank|5132|true|cares, soapy, slaid, shakt, stank|11687, 7982, 6353, 5702, 5132|5
stare|6607|true|cares, soare, share, snare, seare, stare|11687, 8666, 6981, 6723, 8161, 6607|6
stark|5033|true|cares, snary, slart, stark|11687, 6442, 6225, 5033|4
start|5641|true|cares, snary, slart, spart, start|11687, 6442, 6225, 5617, 5641|5
stash|4986|true|cares, soapy, slaid, shakt, stash|11687, 7982, 6353, 5702, 4986|5
state|6773|true|cares, soave, slate, spate, state|11687, 7997, 7357, 6749, 6773|5
stave|5938|true|cares, soave, suave, slave, shave, stave|11687, 7997, 6995, 6522, 6312, 5938|6
stead|5484|true|cares, snead, stead|11687, 5600, 5484|3
steak|4915|true|cares, snead, sheal, speat, steak|11687, 5600, 5549, 5499, 4915|5
steal|5175|true|cares, snead, sheal, steal|11687, 5600, 5549, 5175|4
steam|4767|true|cares, snead, sheal, speat, steak, steam|11687, 5600, 5549, 5499, 4915, 4767|6
steed|6892|false|cares, soled, sined, spued, sewed, sexed|11687, 8852, 8205, 6641, 7684, 7532|6
steel|6583|true|cares, soled, shiel, sweel, steel|11687, 8852, 7215, 0, 6583|5
steep|6154|false|cares, soled, skiey, squeg, senes, semes|11687, 8852, 7663, 5612, 11543, 11012|6
steer|6836|false|cares, soler, sider, super, serer, sewer|11687, 8796, 7511, 7256, 8692, 7628|6
stein|5004|true|cares, suety, stend, stein|11687, 7065, 5217, 5004|4
stern|4837|true|cares, sherd, stern|11687, 5492, 4837|3
stick|4499|true|cares, souct, stich, stick|11687, 6681, 4636, 4499|4
stiff|3940|true|cares, soily, suint, stims, stiff|11687, 8221, 6571, 0, 3940|5
still|5129|true|cares, soily, spilt, stilb, stilt, still|11687, 8221, 5453, 4567, 5477, 5129|6
stilt|5477|true|cares, soily, spilt, stilt|11687, 8221, 5453, 0|4
sting|4718|true|cares, soily, suint, stink, stint, sting|11687, 8221, 6571, 4906, 5514, 4718|6
stink|4906|true|cares, soily, suint, stink|11687, 8221, 6571, 4906|4
stint|5514|true|cares, soily, suint, skint, stint|11687, 8221, 6571, 5303, 5514|5
stock|4419|true|cares, souct, stock|11687, 6681, 4419|3
stoic|4680|true|cares, sonic, stoic|11687, 6605, 4680|3
stoke|5988|true|cares, sonde, shote, stole, stoke|11687, 7895, 6841, 6363, 5988|5
stole|6363|true|cares, sonde, shote, stole|11687, 7895, 6841, 6363|4
stomp|4157|true|cares, soily, stond, stoup, stoop, stomp|11687, 8221, 5395, 4170, 4517, 4157|6
stone|6400|true|cares, sonde, shone, stone|11687, 7895, 6774, 6400|4
stony|6119|true|cares, soily, stony|11687, 8221, 6119|3
stood|5255|true|cares, soily, stond, stood|11687, 8221, 5395, 0|4
stool|4946|true|cares, soily, stool|11687, 8221, 0|3
stoop|4517|true|cares, soily, stond, stoup, stoop|11687, 8221, 5395, 4170, 4517|5
store|6301|true|cares, shire, snore, store|11687, 6755, 6417, 6301|4
stork|4727|true|cares, spiry, short, stork|11687, 6076, 5709, 4727|4
storm|4579|true|cares, spiry, short, stork, storm|11687, 6076, 5709, 4727, 4579|5
story|6020|true|cares, spiry, story|11687, 6076, 6020|3
stout|4947|true|cares, soily, stond, stoup, stout|11687, 8221, 5395, 4170, 4947|5
stove|5632|false|cares, sonde, shote, stole, stoke, stope|11687, 7895, 6841, 6363, 5988, 5898|6
strap|5048|false|cares, soral, surat, stray, strad, strak|11687, 7536, 6882, 6510, 5786, 5217|6
straw|4926|false|cares, soral, surat, stray, strad, strak|11687, 7536, 6882, 6510, 5786, 5217|6
stray|6510|true|cares, soral, surat, stray|11687, 7536, 6882, 6510|4
strip|4849|true|cares, surly, sprit, strip|11687, 7263, 5602, 4849|4
strut|5071|true|cares, surly, sirup, shrug, sorus, strut|11687, 7263, 5563, 4649, 10144, 5071|6
stuck|4014|true|cares, souct, stuck|11687, 6681, 4014|3
study|5284|true|cares, soily, study|11687, 8221, 5284|3
stuff|3455|false|cares, soily, shunt, stump, studs, stubs|11687, 8221, 5403, 3752, 7613, 7340|6
stump|3752|true|cares, soily, shunt, stump|11687, 8221, 5403, 3752|4
stung|4233|false|cares, soily, shunt, stunk, stuns, stunt|11687, 8221, 5403, 4421, 8043, 5029|6
stunk|4421|true|cares, soily, shunt, stunk|11687, 8221, 5403, 4421|4
stunt|5029|true|cares, soily, shunt, stunt|11687, 8221, 5403, 0|4
style|5368|true|cares, sonde, suite, style|11687, 7895, 7604, 5368|4
suave|6995|true|cares, soave, suave|11687, 7997, 6995|3
sugar|5857|true|cares, sonar, sitar, sugar|11687, 7531, 6365, 5857|4
suing|5775|true|cares, soily, suint, suing|11687, 8221, 6571, 5775|4
suite|7604|true|cares, sonde, suite|11687, 7895, 7604|3
sulky|6487|true|cares, soily, sulky|11687, 8221, 6487|3
sully|6862|true|cares, soily, sully|11687, 8221, 0|3
sumac|5271|true|cares, sumac|11687, 5271|2
sunny|7042|true|cares, soily, study, sunny|11687, 8221, 5284, 0|4
super|7256|true|cares, soler, sider, super|11687, 8796, 7511, 7256|4
surer|8195|false|cares, sored, siren, shrew, seres, sures|11687, 9253, 8182, 6708, 11801, 11304|6
surge|7110|true|cares, surge|11687, 7110|2
surly|7263|true|cares, surly|11687, 7263|2
sushi|4471|true|cares, soily, sushi|11687, 8221, 0|3
swami|4442|true|cares, soapy, slaid, swami|11687, 7982, 6353, 4442|4
swamp|4354|true|cares, soapy, stamp, swamp|11687, 7982, 4463, 4354|4
swarm|4776|false|cares, snary, slart, shard, soars, spars|11687, 6442, 6225, 5976, 10714, 8631|6
swash|4877|false|cares, soapy, slaid, shakt, shash, snash|11687, 7982, 6353, 5702, 5360, 5102|6
swath|5227|true|cares, soapy, slaid, shakt, snath, swath|11687, 7982, 6353, 5702, 5452, 5227|6
swear|5319|true|cares, shear, stear, spear, smear, swear|11687, 5802, 5428, 5404, 5338, 5319|6
sweat|5414|true|cares, snead, sheal, speat, sweat|11687, 5600, 5549, 5499, 5414|5
sweep|6045|false|cares, soled, skiey, squeg, senes, semes|11687, 8852, 7663, 5612, 11543, 11012|6
sweet|6822|false|cares, soled, skiey, squeg, senes, semes|11687, 8852, 7663, 5612, 11543, 11012|6
swell|4762|false|cares, suety, sield, shelf, seels, snell|11687, 7065, 6449, 4721, 9787, 4987|6
swept|4645|true|cares, suety, sient, slept, stept, swept|11687, 7065, 6525, 5338, 4754, 4645|6
swift|4703|true|cares, soily, suint, shift, swift|11687, 8221, 6571, 5186, 4703|5
swill|5020|true|cares, soily, spilt, swill|11687, 8221, 5453, 0|4
swine|6371|true|cares, sonde, shine, spine, seine, swine|11687, 7895, 6854, 6456, 8034, 6371|6
swing|4609|true|cares, soily, suint, spink, shins, swing|11687, 8221, 6571, 4882, 8902, 4609|6
swirl|4958|true|cares, spiry, shirt, swirl|11687, 6076, 5789, 4958|4
swish|4651|true|cares, soily, suint, skimp, swiss, swish|11687, 8221, 6571, 4026, 8136, 4651|6
swoon|4865|true|cares, soily, stond, shown, swoon|11687, 8221, 5395, 4671, 4865|5
swoop|4408|true|cares, soily, stond, swops, swoop|11687, 8221, 5395, 0, 4408|5
sword|5187|true|cares, spiry, short, sword|11687, 6076, 5709, 5187|4
swore|6192|false|cares, shire, snore, store, spore, smore|11687, 6755, 6417, 6301, 6277, 6211|6
sworn|4906|true|cares, spiry, short, sword, sworn|11687, 6076, 5709, 5187, 4906|5
swung|4124|true|cares, soily, shunt, spunk, swung|11687, 8221, 5403, 4397, 4124|5
synod|5099|true|cares, soily, synod|11687, 8221, 5099|3
syrup|4272|true|cares, surly, syrup|11687, 7263, 4272|3
tabby|5855|true|cares, banty, tabby|11687, 7454, 0|3
table|6802|true|cares, daine, haole, pagle, table|11687, 7596, 7241, 6878, 6802|5
taboo|5200|true|cares, banty, tabid, taboo|11687, 7454, 5902, 0|4
tacit|5997|true|cares, tacky, tacho, tacit|11687, 6202, 4689, 0|4
tacky|6202|true|cares, tacky|11687, 6202|2
taffy|5667|false|cares, banty, talky, tatty, tammy, taggy|11687, 7454, 6714, 0, 6238, 6126|6
taint|6798|true|cares, banty, taunt, taint|11687, 7454, 0, 0|4
taken|7120|true|cares, waney, paten, taken|11687, 8476, 7600, 7120|4
taker|7345|false|cares, baler, pater, tamer, tater, tawer|11687, 8139, 7825, 7633, 7788, 7358|6
tally|7089|true|cares, banty, talky, tally|11687, 7454, 6714, 0|4
talon|5981|true|cares, banty, talon|11687, 7454, 5981|3
tamer|7633|true|cares, baler, pater, tamer|11687, 8139, 7825, 7633|4
tango|5580|true|cares, banty, tango|11687, 7454, 5580|3
tangy|6798|true|cares, banty, tanky, tangy|11687, 7454, 6857, 6798|4
taper|7483|true|cares, baler, pater, taper|11687, 8139, 7825, 7483|4
tapir|5876|true|cares, manor, tapir|11687, 6185, 5876|3
tardy|7097|true|cares, barny, party, tardy|11687, 7645, 7631, 7097|4
tarot|6702|true|cares, barny, marid, parol, tarot|11687, 7645, 6707, 6391, 6702|5
taste|7127|true|cares, baste, paste, haste, taste|11687, 7245, 7164, 6721, 7127|5
tasty|6846|true|cares, pasty, masty, hasty, tasty|11687, 6883, 6682, 6440, 6846|5
tatty|6960|true|cares, banty, laity, tatty|11687, 7454, 7251, 0|4
taunt|6313|true|cares, banty, taunt|11687, 7454, 0|3
tawny|6463|true|cares, banty, tawny|11687, 7454, 6463|3
teach|5449|true|cares, beach, peach, teach|11687, 5567, 5486, 5449|4
teary|6913|true|cares, teary|11687, 6913|2
tease|7010|true|cares, beast, tease|11687, 6162, 0|3
teddy|5504|true|cares, benty, tepoy, telly, teddy|11687, 6757, 5751, 0, 5504|5
teeth|5439|true|cares, benty, meith, depth, teeth|11687, 6757, 5533, 4634, 5439|5
tempo|4321|true|cares, benty, tepid, tempo|11687, 6757, 5235, 4321|4
tenet|7562|true|cares, boney, pined, lunet, tenet|11687, 8870, 7275, 6766, 7562|5
tenor|5652|true|cares, tenor|11687, 5652|2
tense|6570|true|cares, deist, tense|11687, 5650, 0|3
tenth|5483|true|cares, benty, mento, lenti, kente, tenth|11687, 6757, 5257, 4966, 6352, 5483|6
tepee|7847|true|cares, boney, piled, tupek, tepee|11687, 8870, 7132, 5776, 7847|5
tepid|5235|true|cares, benty, tepid|11687, 6757, 5235|3
terra|5810|true|cares, feria, terga, terra|11687, 5747, 5438, 0|4
terse|6828|true|cares, perst, terse|11687, 5899, 0|3
testy|6149|true|cares, pesty, festy, zesty, testy|11687, 6186, 5919, 5293, 6149|5
thank|4539|true|cares, goaty, thank|11687, 7373, 4539|3
theft|3961|true|cares, goety, thein, thelf, theft|11687, 6889, 4411, 3754, 3961|5
their|4636|true|cares, their|11687, 4636|2
theme|5129|false|cares, goety, thein, thelf, theed, theek|11687, 6889, 4411, 3754, 6299, 5730|6
there|5530|true|cares, fiery, blert, therm, there|11687, 5914, 4892, 3808, 5530|5
these|5346|true|cares, poesy, fiest, these|11687, 6787, 5045, 0|4
theta|4494|true|cares, pieta, theta|11687, 5426, 0|3
thick|3906|true|cares, poncy, mulct, thick|11687, 6707, 4676, 3906|4
thief|5724|true|cares, boney, piled, quiet, thief|11687, 8870, 7132, 6416, 5724|5
thigh|3979|true|cares, ponty, tumid, thilk, thigh|11687, 7181, 4888, 4276, 3979|5
thing|4125|true|cares, ponty, think, thing|11687, 7181, 4313, 4125|4
think|4313|true|cares, ponty, think|11687, 7181, 4313|3
third|4783|true|cares, loury, third|11687, 6408, 4783|3
thong|4045|true|cares, ponty, thong|11687, 7181, 4045|3
thorn|4422|true|cares, loury, fiord, thorn|11687, 6408, 5368, 4422|4
those|5524|true|cares, poise, those|11687, 7326, 5524|3
three|7606|true|cares, bored, mirex, jurel, three|11687, 8404, 6469, 6233, 7606|5
threw|5741|true|cares, bored, mirex, jurel, three, threw|11687, 8404, 6469, 6233, 7606, 5741|6
throb|3915|true|cares, borty, throb|11687, 7520, 3915|3
throw|3926|true|cares, borty, throw|11687, 7520, 3926|3
thrum|3722|true|cares, borty, thrid, thrum|11687, 7520, 4994, 3722|4
thumb|3026|true|cares, ponty, tumid, thumb|11687, 7181, 4888, 3026|4
thump|3159|true|cares, ponty, tulip, thump|11687, 7181, 4538, 3159|4
thyme|4312|true|cares, boite, tuple, tynde, thyme|11687, 7757, 5638, 4847, 4312|5
tiara|5707|true|cares, goary, liart, tiara|11687, 7207, 5644, 0|4
tibia|4723|true|cares, gonia, dulia, zamia, tafia, tibia|11687, 6013, 4911, 0, 5516, 4723|6
tidal|4883|true|cares, today, tidal|11687, 6706, 4883|3
tiger|6510|true|cares, boner, piler, timer, titer, tiger|11687, 8090, 7076, 6651, 6806, 6510|6
tight|4223|true|cares, ponty, tumid, tilth, tight|11687, 7181, 4888, 0, 4223|5
tilde|5995|true|cares, boite, tinge, tilde|11687, 7757, 6097, 5995|4
timer|6651|true|cares, boner, piler, timer|11687, 8090, 7076, 6651|4
timid|5100|true|cares, ponty, tumid, timid|11687, 7181, 4888, 0|4
tipsy|5323|true|cares, bousy, ditsy, tipsy|11687, 6641, 5460, 5323|4
titan|5173|true|cares, today, tilak, titan|11687, 6706, 5118, 0|4
tithe|5485|true|cares, boite, tinge, tilde, tithe|11687, 7757, 6097, 5995, 5485|5
title|6155|true|cares, boite, tinge, tilde, title|11687, 7757, 6097, 5995, 6155|5
toast|6549|true|cares, boast, loast, hoast, toast|11687, 6667, 6250, 6143, 6549|5
today|6706|true|cares, today|11687, 6706|2
toddy|6009|false|cares, ponty, touzy, totty, tolly, tommy|11687, 7181, 5982, 0, 6897, 6046|6
token|6928|true|cares, boney, moten, token|11687, 8870, 7207, 6928|4
tonal|6311|true|cares, today, tonal|11687, 6706, 6311|3
tonga|5685|true|cares, gonia, ponga, tonga|11687, 6013, 5722, 5685|4
tonic|5638|true|cares, tonic|11687, 5638|2
tooth|6122|true|cares, ponty, mouth, fowth, booth, tooth|11687, 7181, 5553, 4952, 6240, 6122|6
topaz|5034|true|cares, today, tonal, topaz|11687, 6706, 6311, 5034|4
topic|4957|true|cares, tonic, topic|11687, 5638, 4957|3
torch|5772|true|cares, porch, torch|11687, 5809, 5772|3
torso|5834|true|cares, gorsy, horst, torsk, torso|11687, 6841, 5961, 5759, 5834|5
torus|9177|true|cares, borts, torus|11687, 9849, 9177|3
total|5935|true|cares, today, tonal, total|11687, 6706, 6311, 0|4
totem|6935|true|cares, boney, poled, fouet, totem|11687, 8870, 7922, 7566, 6935|5
touch|5243|true|cares, poncy, botch, touch|11687, 6707, 5256, 5243|4
tough|5179|true|cares, ponty, tough|11687, 7181, 5179|3
towel|6913|true|cares, boney, poled, motel, towel|11687, 8870, 7922, 7179, 6913|5
tower|7166|true|cares, boner, goier, poler, wooer, tower|11687, 8090, 7975, 7866, 7638, 7166|6
toxic|4680|true|cares, tonic, topic, toxic|11687, 5638, 4957, 4680|4
toxin|5182|true|cares, ponty, toxin|11687, 7181, 5182|3
trace|6223|true|cares, brace, trace|11687, 6341, 6223|3
track|4649|true|cares, bract, track|11687, 5375, 4649|3
tract|5257|true|cares, bract, fract, tract|11687, 5375, 5027, 0|4
trade|6200|true|cares, brane, prate, trade|11687, 6748, 6734, 6200|4
trail|5384|true|cares, praty, train, trail|11687, 6453, 5412, 5384|4
train|5412|true|cares, praty, train|11687, 6453, 5412|3
trait|5732|true|cares, praty, train, trail, trait|11687, 6453, 5412, 5384, 5732|5
tramp|4387|true|cares, praty, tramp|11687, 6453, 4387|3
trash|4910|true|cares, brast, trash|11687, 5499, 4910|3
trawl|4499|true|cares, praty, train, trawl|11687, 6453, 5412, 4499|4
tread|5408|true|cares, bread, tread|11687, 5526, 5408|3
treat|5447|true|cares, bread, great, treat|11687, 5526, 5236, 0|4
trend|5141|true|cares, predy, breid, trend|11687, 5472, 5327, 5141|4
triad|5666|true|cares, broad, triad|11687, 5704, 5666|3
trial|5357|true|cares, broad, prial, trial|11687, 5704, 5394, 5357|4
tribe|5701|true|cares, brine, tribe|11687, 6522, 5701|3
trice|5997|true|cares, price, trice|11687, 6034, 5997|3
trick|4423|true|cares, pricy, brick, trick|11687, 5753, 4541, 4423|4
